CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,WSP_STATUS,CU_LAT,CU_LONG
Widgeon,SER-02,SER,Current,RED,49.35424426020,-122.64676069000
Harrison River,SER-03,SER,Current,GREEN,49.27735509130,-121.90312282400
